unitid,university_name,year,Cohort_type,Graduation_rate_status_in_cohort,Cohort,Total,Total_men,Total_women,American_Indian_total,American_Indian_men,American_Indian_women,Asian_total,Asian_men,Asian_women,Black_total,Black_men,Black_women,Hispanic_total,Hispanic_men,Hispanic_women,Native_Hawaiian_total,Native_Hawaiian_men,Native_Hawaiian_women,White_total,White_men,White_women,Two_or_more_races_total,Two_or_more_races_men,Two_or_more_races_women,Race_unknown_total,Race_unknown_men,Race_unknown_women,Nonresident_alien_total,Nonresident_alien_men
186867,Stevens Institute of Technology,2018,12,16,2,537,366.0,171.0,0.0,0.0,0.0,62.0,41.0,21.0,7.0,3.0,4.0,35.0,22.0,13.0,0.0,0.0,0.0,345.0,232.0,113.0,0.0,0.0,0.0,75.0,55.0,20.0,13.0,13.0
186867,Stevens Institute of Technology,2018,13,17,2,274,178.0,96.0,0.0,0.0,0.0,31.0,21.0,10.0,2.0,0.0,2.0,14.0,9.0,5.0,0.0,0.0,0.0,175.0,111.0,64.0,0.0,0.0,0.0,44.0,29.0,15.0,8.0,8.0
186867,Stevens Institute of Technology,2018,14,18,2,250,180.0,70.0,0.0,0.0,0.0,30.0,20.0,10.0,4.0,2.0,2.0,20.0,12.0,8.0,0.0,0.0,0.0,161.0,116.0,45.0,0.0,0.0,0.0,30.0,25.0,5.0,5.0,5.0
186867,Stevens Institute of Technology,2018,15,19,2,13,8.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2018,41,31,1,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2018,42,32,1,74,54.0,20.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,51.0,38.0,13.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0
186867,Stevens Institute of Technology,2018,43,31,2,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2018,44,32,2,74,54.0,20.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,51.0,38.0,13.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0
186867,Stevens Institute of Technology,2020,2,12,1,733,513.0,220.0,1.0,1.0,0.0,79.0,48.0,31.0,13.0,6.0,7.0,63.0,49.0,14.0,0.0,0.0,0.0,536.0,380.0,156.0,0.0,0.0,0.0,25.0,17.0,8.0,16.0,12.0
186867,Stevens Institute of Technology,2020,3,13,1,643,443.0,200.0,1.0,1.0,0.0,68.0,38.0,30.0,9.0,5.0,4.0,50.0,38.0,12.0,0.0,0.0,0.0,479.0,337.0,142.0,0.0,0.0,0.0,22.0,14.0,8.0,14.0,10.0
186867,Stevens Institute of Technology,2020,4,20,1,87,68.0,19.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,1.0,3.0,12.0,10.0,2.0,0.0,0.0,0.0,57.0,43.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0
186867,Stevens Institute of Technology,2020,6,10,2,733,513.0,220.0,1.0,1.0,0.0,79.0,48.0,31.0,13.0,6.0,7.0,63.0,49.0,14.0,0.0,0.0,0.0,536.0,380.0,156.0,0.0,0.0,0.0,25.0,17.0,8.0,16.0,12.0
186867,Stevens Institute of Technology,2020,8,12,2,733,513.0,220.0,1.0,1.0,0.0,79.0,48.0,31.0,13.0,6.0,7.0,63.0,49.0,14.0,0.0,0.0,0.0,536.0,380.0,156.0,0.0,0.0,0.0,25.0,17.0,8.0,16.0,12.0
186867,Stevens Institute of Technology,2020,9,13,2,643,443.0,200.0,1.0,1.0,0.0,68.0,38.0,30.0,9.0,5.0,4.0,50.0,38.0,12.0,0.0,0.0,0.0,479.0,337.0,142.0,0.0,0.0,0.0,22.0,14.0,8.0,14.0,10.0
186867,Stevens Institute of Technology,2020,12,16,2,643,443.0,200.0,1.0,1.0,0.0,68.0,38.0,30.0,9.0,5.0,4.0,50.0,38.0,12.0,0.0,0.0,0.0,479.0,337.0,142.0,0.0,0.0,0.0,22.0,14.0,8.0,14.0,10.0
186867,Stevens Institute of Technology,2020,13,17,2,388,268.0,120.0,1.0,1.0,0.0,39.0,21.0,18.0,6.0,3.0,3.0,33.0,27.0,6.0,0.0,0.0,0.0,288.0,202.0,86.0,0.0,0.0,0.0,11.0,6.0,5.0,10.0,8.0
186867,Stevens Institute of Technology,2020,14,18,2,245,170.0,75.0,0.0,0.0,0.0,29.0,17.0,12.0,3.0,2.0,1.0,15.0,10.0,5.0,0.0,0.0,0.0,184.0,132.0,52.0,0.0,0.0,0.0,11.0,8.0,3.0,3.0,1.0
186867,Stevens Institute of Technology,2020,15,19,2,10,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
186867,Stevens Institute of Technology,2020,16,20,2,87,68.0,19.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,1.0,3.0,12.0,10.0,2.0,0.0,0.0,0.0,57.0,43.0,14.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0
186867,Stevens Institute of Technology,2020,41,31,1,3,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2020,43,31,2,3,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2021,2,12,1,684,494.0,190.0,0.0,0.0,0.0,81.0,59.0,22.0,10.0,7.0,3.0,82.0,50.0,32.0,0.0,0.0,0.0,459.0,343.0,116.0,0.0,0.0,0.0,21.0,11.0,10.0,31.0,24.0
186867,Stevens Institute of Technology,2021,3,13,1,597,430.0,167.0,0.0,0.0,0.0,70.0,50.0,20.0,7.0,5.0,2.0,68.0,43.0,25.0,0.0,0.0,0.0,407.0,302.0,105.0,0.0,0.0,0.0,20.0,10.0,10.0,25.0,20.0
186867,Stevens Institute of Technology,2021,6,10,2,684,494.0,190.0,0.0,0.0,0.0,81.0,59.0,22.0,10.0,7.0,3.0,82.0,50.0,32.0,0.0,0.0,0.0,459.0,343.0,116.0,0.0,0.0,0.0,21.0,11.0,10.0,31.0,24.0
186867,Stevens Institute of Technology,2021,8,12,2,684,494.0,190.0,0.0,0.0,0.0,81.0,59.0,22.0,10.0,7.0,3.0,82.0,50.0,32.0,0.0,0.0,0.0,459.0,343.0,116.0,0.0,0.0,0.0,21.0,11.0,10.0,31.0,24.0
186867,Stevens Institute of Technology,2021,9,13,2,597,430.0,167.0,0.0,0.0,0.0,70.0,50.0,20.0,7.0,5.0,2.0,68.0,43.0,25.0,0.0,0.0,0.0,407.0,302.0,105.0,0.0,0.0,0.0,20.0,10.0,10.0,25.0,20.0
186867,Stevens Institute of Technology,2021,12,16,2,597,430.0,167.0,0.0,0.0,0.0,70.0,50.0,20.0,7.0,5.0,2.0,68.0,43.0,25.0,0.0,0.0,0.0,407.0,302.0,105.0,0.0,0.0,0.0,20.0,10.0,10.0,25.0,20.0
186867,Stevens Institute of Technology,2021,13,17,2,429,312.0,117.0,0.0,0.0,0.0,44.0,32.0,12.0,5.0,4.0,1.0,55.0,34.0,21.0,0.0,0.0,0.0,287.0,216.0,71.0,0.0,0.0,0.0,16.0,8.0,8.0,22.0,18.0
186867,Stevens Institute of Technology,2021,14,18,2,159,112.0,47.0,0.0,0.0,0.0,23.0,16.0,7.0,2.0,1.0,1.0,12.0,9.0,3.0,0.0,0.0,0.0,115.0,82.0,33.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0
186867,Stevens Institute of Technology,2021,15,19,2,9,6.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2021,41,31,1,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2021,42,32,1,85,62.0,23.0,0.0,0.0,0.0,11.0,9.0,2.0,3.0,2.0,1.0,14.0,7.0,7.0,0.0,0.0,0.0,50.0,39.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0
186867,Stevens Institute of Technology,2021,43,31,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2021,44,32,2,85,62.0,23.0,0.0,0.0,0.0,11.0,9.0,2.0,3.0,2.0,1.0,14.0,7.0,7.0,0.0,0.0,0.0,50.0,39.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0
186867,Stevens Institute of Technology,2023,1,10,1,761,537.0,224.0,2.0,2.0,0.0,120.0,86.0,34.0,14.0,13.0,1.0,95.0,67.0,28.0,0.0,0.0,0.0,481.0,334.0,147.0,0.0,0.0,0.0,31.0,22.0,9.0,18.0,13.0
186867,Stevens Institute of Technology,2023,2,12,1,761,537.0,224.0,2.0,2.0,0.0,120.0,86.0,34.0,14.0,13.0,1.0,95.0,67.0,28.0,0.0,0.0,0.0,481.0,334.0,147.0,0.0,0.0,0.0,31.0,22.0,9.0,18.0,13.0
186867,Stevens Institute of Technology,2023,3,13,1,684,478.0,206.0,2.0,2.0,0.0,109.0,75.0,34.0,13.0,12.0,1.0,79.0,59.0,20.0,0.0,0.0,0.0,440.0,303.0,137.0,0.0,0.0,0.0,27.0,18.0,9.0,14.0,9.0
186867,Stevens Institute of Technology,2023,4,20,1,17,12.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0
186867,Stevens Institute of Technology,2023,6,10,2,761,537.0,224.0,2.0,2.0,0.0,120.0,86.0,34.0,14.0,13.0,1.0,95.0,67.0,28.0,0.0,0.0,0.0,481.0,334.0,147.0,0.0,0.0,0.0,31.0,22.0,9.0,18.0,13.0
186867,Stevens Institute of Technology,2023,8,12,2,761,537.0,224.0,2.0,2.0,0.0,120.0,86.0,34.0,14.0,13.0,1.0,95.0,67.0,28.0,0.0,0.0,0.0,481.0,334.0,147.0,0.0,0.0,0.0,31.0,22.0,9.0,18.0,13.0
186867,Stevens Institute of Technology,2023,9,13,2,684,478.0,206.0,2.0,2.0,0.0,109.0,75.0,34.0,13.0,12.0,1.0,79.0,59.0,20.0,0.0,0.0,0.0,440.0,303.0,137.0,0.0,0.0,0.0,27.0,18.0,9.0,14.0,9.0
186867,Stevens Institute of Technology,2023,12,16,2,684,478.0,206.0,2.0,2.0,0.0,109.0,75.0,34.0,13.0,12.0,1.0,79.0,59.0,20.0,0.0,0.0,0.0,440.0,303.0,137.0,0.0,0.0,0.0,27.0,18.0,9.0,14.0,9.0
186867,Stevens Institute of Technology,2023,13,17,2,522,366.0,156.0,2.0,2.0,0.0,79.0,55.0,24.0,7.0,6.0,1.0,56.0,43.0,13.0,0.0,0.0,0.0,345.0,239.0,106.0,0.0,0.0,0.0,20.0,13.0,7.0,13.0,8.0
186867,Stevens Institute of Technology,2023,14,18,2,149,100.0,49.0,0.0,0.0,0.0,29.0,19.0,10.0,4.0,4.0,0.0,21.0,14.0,7.0,0.0,0.0,0.0,87.0,57.0,30.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,1.0
186867,Stevens Institute of Technology,2023,15,19,2,13,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2023,16,20,2,17,12.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0
186867,Stevens Institute of Technology,2023,41,31,1,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
186867,Stevens Institute of Technology,2023,42,32,1,58,45.0,13.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,31.0,25.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
186867,Stevens Institute of Technology,2023,43,31,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
186867,Stevens Institute of Technology,2023,44,32,2,58,45.0,13.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,31.0,25.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
186867,Stevens Institute of Technology,2022,2,12,1,733,515.0,218.0,0.0,0.0,0.0,107.0,69.0,38.0,20.0,15.0,5.0,74.0,52.0,22.0,0.0,0.0,0.0,481.0,341.0,140.0,0.0,0.0,0.0,19.0,12.0,7.0,32.0,26.0
186867,Stevens Institute of Technology,2022,3,13,1,644,452.0,192.0,0.0,0.0,0.0,99.0,63.0,36.0,15.0,10.0,5.0,62.0,43.0,19.0,0.0,0.0,0.0,430.0,308.0,122.0,0.0,0.0,0.0,13.0,9.0,4.0,25.0,19.0
186867,Stevens Institute of Technology,2022,4,20,1,10,4.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186867,Stevens Institute of Technology,2022,6,10,2,733,515.0,218.0,0.0,0.0,0.0,107.0,69.0,38.0,20.0,15.0,5.0,74.0,52.0,22.0,0.0,0.0,0.0,481.0,341.0,140.0,0.0,0.0,0.0,19.0,12.0,7.0,32.0,26.0
186867,Stevens Institute of Technology,2022,8,12,2,733,515.0,218.0,0.0,0.0,0.0,107.0,69.0,38.0,20.0,15.0,5.0,74.0,52.0,22.0,0.0,0.0,0.0,481.0,341.0,140.0,0.0,0.0,0.0,19.0,12.0,7.0,32.0,26.0
186867,Stevens Institute of Technology,2022,9,13,2,644,452.0,192.0,0.0,0.0,0.0,99.0,63.0,36.0,15.0,10.0,5.0,62.0,43.0,19.0,0.0,0.0,0.0,430.0,308.0,122.0,0.0,0.0,0.0,13.0,9.0,4.0,25.0,19.0
186867,Stevens Institute of Technology,2022,12,16,2,644,452.0,192.0,0.0,0.0,0.0,99.0,63.0,36.0,15.0,10.0,5.0,62.0,43.0,19.0,0.0,0.0,0.0,430.0,308.0,122.0,0.0,0.0,0.0,13.0,9.0,4.0,25.0,19.0
186867,Stevens Institute of Technology,2022,13,17,2,479,318.0,161.0,0.0,0.0,0.0,75.0,43.0,32.0,8.0,3.0,5.0,38.0,25.0,13.0,0.0,0.0,0.0,330.0,227.0,103.0,0.0,0.0,0.0,8.0,6.0,2.0,20.0,14.0
186867,Stevens Institute of Technology,2022,14,18,2,155,124.0,31.0,0.0,0.0,0.0,22.0,18.0,4.0,7.0,7.0,0.0,22.0,16.0,6.0,0.0,0.0,0.0,95.0,76.0,19.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,5.0
186867,Stevens Institute of Technology,2022,15,19,2,10,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2022,16,20,2,10,4.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186867,Stevens Institute of Technology,2022,41,31,1,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2022,42,32,1,77,57.0,20.0,0.0,0.0,0.0,6.0,5.0,1.0,4.0,4.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,46.0,31.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,7.0
186867,Stevens Institute of Technology,2022,43,31,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186867,Stevens Institute of Technology,2022,44,32,2,77,57.0,20.0,0.0,0.0,0.0,6.0,5.0,1.0,4.0,4.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,46.0,31.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,7.0
186876,Stockton University,2019,2,12,1,1062,424.0,638.0,0.0,0.0,0.0,58.0,22.0,36.0,49.0,12.0,37.0,123.0,44.0,79.0,1.0,0.0,1.0,777.0,331.0,446.0,28.0,6.0,22.0,25.0,9.0,16.0,1.0,0.0
186876,Stockton University,2019,3,13,1,821,311.0,510.0,0.0,0.0,0.0,46.0,16.0,30.0,32.0,8.0,24.0,88.0,32.0,56.0,1.0,0.0,1.0,609.0,243.0,366.0,23.0,4.0,19.0,21.0,8.0,13.0,1.0,0.0
186876,Stockton University,2019,4,20,1,167,75.0,92.0,0.0,0.0,0.0,8.0,4.0,4.0,9.0,1.0,8.0,22.0,8.0,14.0,0.0,0.0,0.0,119.0,59.0,60.0,5.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0
186876,Stockton University,2019,6,10,2,1066,427.0,639.0,0.0,0.0,0.0,58.0,22.0,36.0,49.0,12.0,37.0,124.0,44.0,80.0,1.0,0.0,1.0,780.0,334.0,446.0,28.0,6.0,22.0,25.0,9.0,16.0,1.0,0.0
186876,Stockton University,2019,7,11,2,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,8,12,2,1062,424.0,638.0,0.0,0.0,0.0,58.0,22.0,36.0,49.0,12.0,37.0,123.0,44.0,79.0,1.0,0.0,1.0,777.0,331.0,446.0,28.0,6.0,22.0,25.0,9.0,16.0,1.0,0.0
186876,Stockton University,2019,9,13,2,821,311.0,510.0,0.0,0.0,0.0,46.0,16.0,30.0,32.0,8.0,24.0,88.0,32.0,56.0,1.0,0.0,1.0,609.0,243.0,366.0,23.0,4.0,19.0,21.0,8.0,13.0,1.0,0.0
186876,Stockton University,2019,12,16,2,821,311.0,510.0,0.0,0.0,0.0,46.0,16.0,30.0,32.0,8.0,24.0,88.0,32.0,56.0,1.0,0.0,1.0,609.0,243.0,366.0,23.0,4.0,19.0,21.0,8.0,13.0,1.0,0.0
186876,Stockton University,2019,13,17,2,647,222.0,425.0,0.0,0.0,0.0,35.0,10.0,25.0,22.0,3.0,19.0,54.0,13.0,41.0,1.0,0.0,1.0,500.0,189.0,311.0,17.0,2.0,15.0,17.0,5.0,12.0,1.0,0.0
186876,Stockton University,2019,14,18,2,149,73.0,76.0,0.0,0.0,0.0,7.0,4.0,3.0,9.0,4.0,5.0,29.0,15.0,14.0,0.0,0.0,0.0,96.0,47.0,49.0,4.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0
186876,Stockton University,2019,15,19,2,25,16.0,9.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,16,20,2,167,75.0,92.0,0.0,0.0,0.0,8.0,4.0,4.0,9.0,1.0,8.0,22.0,8.0,14.0,0.0,0.0,0.0,119.0,59.0,60.0,5.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0
186876,Stockton University,2019,40,11,1,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,41,31,1,16,3.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,42,32,1,58,35.0,23.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,3.0,4.0,9.0,4.0,5.0,0.0,0.0,0.0,39.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,43,31,2,16,3.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2019,44,32,2,58,35.0,23.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,3.0,4.0,9.0,4.0,5.0,0.0,0.0,0.0,39.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2018,2,12,1,997,396.0,601.0,1.0,1.0,0.0,65.0,31.0,34.0,60.0,26.0,34.0,94.0,33.0,61.0,2.0,2.0,0.0,727.0,287.0,440.0,31.0,11.0,20.0,16.0,4.0,12.0,1.0,1.0
186876,Stockton University,2018,3,13,1,742,275.0,467.0,0.0,0.0,0.0,50.0,24.0,26.0,40.0,19.0,21.0,64.0,18.0,46.0,1.0,1.0,0.0,553.0,204.0,349.0,22.0,6.0,16.0,12.0,3.0,9.0,0.0,0.0
186876,Stockton University,2018,4,20,1,198,96.0,102.0,1.0,1.0,0.0,9.0,3.0,6.0,15.0,6.0,9.0,22.0,10.0,12.0,1.0,1.0,0.0,141.0,69.0,72.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0
186876,Stockton University,2018,6,10,2,1001,400.0,601.0,1.0,1.0,0.0,65.0,31.0,34.0,60.0,26.0,34.0,95.0,34.0,61.0,2.0,2.0,0.0,730.0,290.0,440.0,31.0,11.0,20.0,16.0,4.0,12.0,1.0,1.0
186876,Stockton University,2018,7,11,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2018,8,12,2,997,396.0,601.0,1.0,1.0,0.0,65.0,31.0,34.0,60.0,26.0,34.0,94.0,33.0,61.0,2.0,2.0,0.0,727.0,287.0,440.0,31.0,11.0,20.0,16.0,4.0,12.0,1.0,1.0
186876,Stockton University,2018,9,13,2,742,275.0,467.0,0.0,0.0,0.0,50.0,24.0,26.0,40.0,19.0,21.0,64.0,18.0,46.0,1.0,1.0,0.0,553.0,204.0,349.0,22.0,6.0,16.0,12.0,3.0,9.0,0.0,0.0
186876,Stockton University,2018,12,16,2,742,275.0,467.0,0.0,0.0,0.0,50.0,24.0,26.0,40.0,19.0,21.0,64.0,18.0,46.0,1.0,1.0,0.0,553.0,204.0,349.0,22.0,6.0,16.0,12.0,3.0,9.0,0.0,0.0
186876,Stockton University,2018,13,17,2,567,188.0,379.0,0.0,0.0,0.0,29.0,13.0,16.0,24.0,10.0,14.0,48.0,14.0,34.0,1.0,1.0,0.0,438.0,143.0,295.0,17.0,6.0,11.0,10.0,1.0,9.0,0.0,0.0
186876,Stockton University,2018,14,18,2,150,71.0,79.0,0.0,0.0,0.0,19.0,9.0,10.0,15.0,9.0,6.0,15.0,4.0,11.0,0.0,0.0,0.0,95.0,47.0,48.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0
186876,Stockton University,2018,15,19,2,25,16.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2018,16,20,2,198,96.0,102.0,1.0,1.0,0.0,9.0,3.0,6.0,15.0,6.0,9.0,22.0,10.0,12.0,1.0,1.0,0.0,141.0,69.0,72.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0
186876,Stockton University,2018,40,11,1,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186876,Stockton University,2018,41,31,1,12,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186876,Stockton University,2018,42,32,1,45,18.0,27.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,26.0,10.0,16.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
186876,Stockton University,2018,43,31,2,12,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
186876,Stockton University,2018,44,32,2,45,18.0,27.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,26.0,10.0,16.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
186876,Stockton University,2020,2,12,1,1181,447.0,734.0,1.0,0.0,1.0,57.0,26.0,31.0,81.0,34.0,47.0,147.0,55.0,92.0,4.0,2.0,2.0,844.0,310.0,534.0,26.0,8.0,18.0,18.0,9.0,9.0,3.0,3.0
186876,Stockton University,2020,3,13,1,871,303.0,568.0,0.0,0.0,0.0,46.0,18.0,28.0,52.0,16.0,36.0,95.0,29.0,66.0,3.0,1.0,2.0,644.0,226.0,418.0,16.0,4.0,12.0,13.0,7.0,6.0,2.0,2.0
